"","headline","links","scrapetime","shortname","sentiment"
"130","The LGBTQ family is united by our fear for our lives","https://www.washingtonpost.com/opinions/2022/11/21/colorado-springs-clubq-shooting-lgbtq-fear/",2022-11-22 12:15:04.068422,"washingtonpost",-0.25
"131","Reparations for Black Americans can work. Here�s how.","https://www.washingtonpost.com/opinions/2022/11/21/reparations-black-americans-reimagined/",2022-11-22 12:15:04.068422,"washingtonpost",0
"132","Iran�s streets are ablaze as it foments more trouble abroad","https://www.washingtonpost.com/opinions/2022/11/21/iran-protests-russia-drones-nuclear-deal/",2022-11-22 12:15:04.068422,"washingtonpost",-0.75
"133","How this climate change fund could fuel populism in richer nations","https://www.washingtonpost.com/opinions/2022/11/21/cop27-fund-backfire-populism-climate-change/",2022-11-22 12:15:04.068422,"washingtonpost",0.5
"134","The 9 best Thanksgiving songs I definitely didn�t just make up","https://www.washingtonpost.com/opinions/2022/11/21/thanksgiving-songs/",2022-11-22 12:15:04.068422,"washingtonpost",1.3
"135","Listen: Nancy Pelosi�s legacy and the new era of Democrats ahead","https://www.washingtonpost.com/podcasts/post-reports/the-end-of-the-pelosi-era/",2022-11-22 12:15:04.068422,"washingtonpost",2.2
"136","Track covid: Daily U.S. hospitalizations have dropped 2% in the past week","https://www.washingtonpost.com/nation/2020/03/27/us-coronavirus-cases-tracking-deaths-confirmed-cases-by-state/",2022-11-22 12:15:04.068422,"washingtonpost",0
"137","Ask a Doctor: Why am I always hungry?","https://www.washingtonpost.com/wellness/2022/11/14/always-hungry-control-increased-appetite/",2022-11-22 12:15:04.068422,"washingtonpost",-0.25
"138","Cook: Sweet potato puree is better savory. Roasted garlic is the key.","https://www.washingtonpost.com/food/2022/11/09/sweet-potato-puree-recipe-roasted-garlic/",2022-11-22 12:15:04.068422,"washingtonpost",2.05
"139","9 changes Disney fans want returning CEO Bob Iger to make at theme parks","https://www.washingtonpost.com/travel/2022/11/21/disney-parks-iger-chapek-ceo/",2022-11-22 12:15:04.068422,"washingtonpost",0.6
"140","Sandy Hook families sued Alex Jones. Then he started moving money around.","https://www.washingtonpost.com/investigations/2022/11/21/alex-jones-sandy-hook-lawsuit/",2022-11-22 12:15:04.068422,"washingtonpost",-0.2
"141","In Kherson city, sympathies for Russia complicate reintegration into Ukraine","https://www.washingtonpost.com/world/2022/11/22/kherson-city-sympathies-russia-complicate-reintegration-into-ukraine/",2022-11-22 12:15:04.068422,"washingtonpost",-0.4
"142","Argentina leads Saudi Arabia, 1-0, at halftime in Qatar","https://www.washingtonpost.com/sports/2022/11/22/world-cup-live-updates/",2022-11-22 12:15:04.068422,"washingtonpost",0.4
"143","5:58 a.m.Argentina dominating Saudi Arabia but only up 1-0 at halftime","https://www.washingtonpost.com/sports/2022/11/22/world-cup-live-updates/#link-G6WVSUMAE5ASBPVJM2FCGYGE54",2022-11-22 12:15:04.068422,"washingtonpost",0
"144","5:53 a.m.Saudi Arabia captain Salman al-Faraj comes off with...","https://www.washingtonpost.com/sports/2022/11/22/world-cup-live-updates/#link-ATZE4I2YKBAYNBZFF6JUVRBE5Q",2022-11-22 12:15:04.068422,"washingtonpost",0
"145","Airlines enter new, stretched-out Thanksgiving travel window","https://www.washingtonpost.com/transportation/2022/11/21/airlines-thanksgiving-travel-holidays/",2022-11-22 12:15:04.068422,"washingtonpost",1.6
"146","My mother�s dieting affected me, too","https://www.washingtonpost.com/wellness/2022/11/22/weight-dieting-eating-disorders-mothers-daughters/",2022-11-22 12:15:04.068422,"washingtonpost",0
"147","After meltdown paralyzed I-95, Virginia agencies prepare for winter driving","https://www.washingtonpost.com/transportation/2022/11/22/virginia-i95-storm-lessons/",2022-11-22 12:15:04.068422,"washingtonpost",-1.4
"148","Seven local sites where you can explore the area�s Indigenous history","https://www.washingtonpost.com/dc-md-va/2022/11/22/native-american-heritage-sites-dmv/",2022-11-22 12:15:04.068422,"washingtonpost",0
"149","How will Chase Young fit on a D-line that has hit its stride without him?","https://www.washingtonpost.com/sports/2022/11/22/chase-young-commanders-defensive-line/",2022-11-22 12:15:04.068422,"washingtonpost",0.55
"150","What if environmental damage is a form of capitalist sabotage?","https://www.washingtonpost.com/made-by-history/2022/11/22/what-if-environmental-damage-is-form-capitalist-sabotage/",2022-11-22 12:15:04.068422,"washingtonpost",-1.5
"151","How one Black coach is building a pipeline to bypass football�s biases","https://www.washingtonpost.com/sports/interactive/2022/mel-tucker-black-football-coaches/",2022-11-22 12:15:04.068422,"washingtonpost",-0.15
"152","Why the 5.6-magnitude earthquake in Indonesia was so deadly","https://www.washingtonpost.com/science/2022/11/22/indonesia-earthquake-explained/",2022-11-22 12:15:04.068422,"washingtonpost",-1.25
"153","Colorado investigators seek motive behind deadly LGBTQ club shooting","https://www.washingtonpost.com/nation/2022/11/22/motive-colorado-springs-shooting/",2022-11-22 12:15:04.068422,"washingtonpost",-1.35
"154","Our best holiday dessert recipes, starring pumpkin, apples, pecans, sweet potatoes and cranberries","https://www.washingtonpost.com/food/2020/11/13/thanksgiving-dessert-recipes-pumpkin-pie/",2022-11-22 12:15:04.068422,"washingtonpost",2.65
"155","When to eat Thanksgiving dinner? It can be a thorny question.","https://www.washingtonpost.com/food/2022/11/21/thanksgiving-best-time-to-eat/",2022-11-22 12:15:04.068422,"washingtonpost",1.25
"156","Popeyes�s pre-roasted turkey might be the Thanksgiving shortcut you need","https://www.washingtonpost.com/food/2022/11/01/popeyes-cajun-roast-turkey-review/",2022-11-22 12:15:04.068422,"washingtonpost",0.8
"157","10 stuffing and dressing recipes for every kind of feast","https://www.washingtonpost.com/food/2022/11/16/thanksgiving-dressing-stuffing-recipes/",2022-11-22 12:15:04.068422,"washingtonpost",0.5
"158","England opens World Cup looking gorgeous","https://www.washingtonpost.com/sports/2022/11/21/england-world-cup-expectations/",2022-11-22 12:15:04.068422,"washingtonpost",0.5
"159","Iran�s soccer team makes World Cup debut as uprising rages back home","https://www.washingtonpost.com/world/2022/11/21/iran-world-cup-protests-anthem/",2022-11-22 12:15:04.068422,"washingtonpost",-0.5
"160","This World Cup is wired and fueled by AI","https://www.washingtonpost.com/technology/2022/11/21/world-cup-ai/",2022-11-22 12:15:04.068422,"washingtonpost",0
"161","The USMNT�s Tim Weah, son of soccer royalty, earns the World Cup stage","https://www.washingtonpost.com/sports/2022/11/16/usmnt-tim-weah-father-world-cup/",2022-11-22 12:15:04.068422,"washingtonpost",0.6
"162","European teams won�t use LGBTQ armbands at World Cup after FIFA threats","https://www.washingtonpost.com/sports/2022/11/21/world-cup-one-love-armbands-yellow-cards/",2022-11-22 12:15:04.068422,"washingtonpost",-0.25
"163","Chat with Alexandra Petri and tell her your jokes","https://www.washingtonpost.com/opinions/2022/11/22/alexandra-petri-chat-opinions/",2022-11-22 12:15:04.068422,"washingtonpost",0.6
"164","Ditte Juul J�rgensen on E.U. climate agenda and COP27 climate talks","https://www.washingtonpost.com/washington-post-live/2022/11/28/ditte-juul-jrgensen-eu-climate-agenda-cop27-climate-talks/",2022-11-22 12:15:04.068422,"washingtonpost",0
"165","9 changes Disney fans want returning CEO Bob Iger to make at parks","https://www.washingtonpost.com/travel/2022/11/21/disney-parks-iger-chapek-ceo/",2022-11-22 12:15:04.068422,"washingtonpost",0.6
"166","Associated Press reporter fired over erroneous story on Russian attack","https://www.washingtonpost.com/media/2022/11/21/james-laporta-associated-press-poland-russia-missile/",2022-11-22 12:15:04.068422,"washingtonpost",-2
"167","Army veteran recounts subduing gunman at Colorado LGBTQ club","https://www.washingtonpost.com/nation/2022/11/21/clubq-shooter-stopped-army-veteran/",2022-11-22 12:15:04.068422,"washingtonpost",0.1
"168","VMI�s first Black superintendent under attack by conservative White alumni","https://www.washingtonpost.com/dc-md-va/2022/11/20/cedric-wins-vmi-white-alumni-attacks/",2022-11-22 12:15:04.068422,"washingtonpost",-0.6
"169","LGBTQ club shooting suspect�s troubled past was obscured by a name change, records show","https://www.washingtonpost.com/national-security/2022/11/21/colorado-springs-qbar-shooter/",2022-11-22 12:15:04.068422,"washingtonpost",-2.7
"170","Internet providers play tricks to raise your bill. Here are the worst.","https://www.washingtonpost.com/technology/2022/11/17/isp-prices-fees/",2022-11-22 12:15:04.068422,"washingtonpost",-0.5
"171","The do-gooder movement that shielded the FTX founder from scrutiny","https://www.washingtonpost.com/technology/2022/11/17/effective-altruism-sam-bankman-fried-ftx-crypto/",2022-11-22 12:15:04.068422,"washingtonpost",-0.2
"172","American evangelicals open a new antiabortion front � in Israel","https://www.washingtonpost.com/world/2022/11/18/israel-abortion-roe-america-evangelicals/",2022-11-22 12:15:04.068422,"washingtonpost",0.8
"173","Ukraine confronts tougher fight in push to extend battlefield wins","https://www.washingtonpost.com/world/2022/11/19/ukraine-confronts-tougher-fight-push-extend-battlefield-wins/",2022-11-22 12:15:04.068422,"washingtonpost",-0.45
"174","Biden has appointed many judges but hasn�t recast the bench like Trump","https://www.washingtonpost.com/politics/2022/11/21/biden-trump-judge-appointments/",2022-11-22 12:15:04.068422,"washingtonpost",-2.77555756156289e-17
"175","Trump�s win-loss record is worse than he pretends","https://www.washingtonpost.com/politics/2022/11/21/trump-republicans-elections/",2022-11-22 12:15:04.068422,"washingtonpost",-0.95
"176","Rep. Ilhan Omar criticizes McCarthy for threatening to remove her from committee","https://www.washingtonpost.com/politics/2022/11/21/omar-mccarthy-house-antisemitism/",2022-11-22 12:15:04.068422,"washingtonpost",-2.05
"177","Why Arizona Republicans are once again targeting Maricopa County","https://www.washingtonpost.com/politics/2022/11/21/arizona-elections-maricopa-county-republicans/",2022-11-22 12:15:04.068422,"washingtonpost",0
"178","Arizona attorney general demands answers on Election Day printer issues","https://www.washingtonpost.com/politics/2022/11/20/arizona-mark-brnovich-maricopa-county-kari-lake/",2022-11-22 12:15:04.068422,"washingtonpost",-0.25
"179","Carolyn Hax: Out of an abusive marriage, hoping friends didn�t give up","https://www.washingtonpost.com/advice/2022/11/22/carolyn-hax-abusive-marriage-friends/",2022-11-22 12:15:04.068422,"washingtonpost",0.7
"180","Ask Damon: My boss brought in political signs. I don�t share his views.","https://www.washingtonpost.com/advice/2022/11/18/ask-damon-boss-political-signs-quit/",2022-11-22 12:15:04.068422,"washingtonpost",0.5
"181","Miss Manners: Guest pointed out a burned-out bulb in the middle of dinner","https://www.washingtonpost.com/advice/2022/11/22/miss-manners-rude-guest-host/",2022-11-22 12:15:04.068422,"washingtonpost",0.7
"182","Ask Amy: I�m excited to move in with my boyfriend � except he�s so messy","https://www.washingtonpost.com/advice/2022/11/22/ask-amy-messy-boyfriend-move-in/",2022-11-22 12:15:04.068422,"washingtonpost",0.25
"183","Which cooking oils are the healthiest?","https://www.washingtonpost.com/health/2022/11/21/cooking-oils-health-fats/",2022-11-22 12:15:04.068422,"washingtonpost",0
"184","Ask a Doctor: If I eat too much, will my stomach explode?","https://www.washingtonpost.com/wellness/2022/11/21/binge-eating-overeating-stomach-rupture/",2022-11-22 12:15:04.068422,"washingtonpost",0.1
"185","After a loved one dies, red tape adds to the grief","https://www.washingtonpost.com/wellness/2022/11/20/death-red-tape-bureaucracy-finances/",2022-11-22 12:15:04.068422,"washingtonpost",-1.05
"186","This teenager would sleep for alarming 20-hour stretches","https://www.washingtonpost.com/wellness/2022/11/19/medical-mystery-teen-sleep/",2022-11-22 12:15:04.068422,"washingtonpost",-0.75
"187","RSV, covid and flu push hospitals to the brink � and it may get worse","https://www.washingtonpost.com/health/2022/11/20/hospital-capacity-rsv-flu-covid/",2022-11-22 12:15:04.068422,"washingtonpost",-1.75
"188","The Amazon forest is approaching a tipping point. Some regions are starting to collapse.","https://www.washingtonpost.com/world/interactive/2022/amazon-brazil-tipping-point/",2022-11-22 12:15:04.068422,"washingtonpost",-0.75
"189","U.N. summit marks the latest hurdle in John F. Kerry�s long climate crusade","https://www.washingtonpost.com/climate-environmnet/2022/11/21/john-kerry-cop27-climate-biden/",2022-11-22 12:15:04.068422,"washingtonpost",-0.1
"190","A surprising trigger of western New York �thundersnow�: Wind turbines","https://www.washingtonpost.com/climate-environment/2022/11/21/thundersnow-lightning-wind-turbines-newyork/",2022-11-22 12:15:04.068422,"washingtonpost",0.4
"191","Can Big Tech�s layoffs help mitigate climate change?","https://www.washingtonpost.com/technology/2022/11/19/big-tech-layoffs-climate-tech/",2022-11-22 12:15:04.068422,"washingtonpost",0.25
"192","The climate-friendly way to furnish your home","https://www.washingtonpost.com/home/2022/11/21/sustainable-furnish-home/",2022-11-22 12:15:04.068422,"washingtonpost",0
"193","The long, lonely wait to recover a hacked Facebook account","https://www.washingtonpost.com/technology/2022/11/21/hacked-facebook-account/",2022-11-22 12:15:04.068422,"washingtonpost",-0.6
"194","Bedtime in the cubicle? Musk expects extreme dedication.","https://www.washingtonpost.com/technology/2022/11/18/musk-twitter-work-culture/",2022-11-22 12:15:04.068422,"washingtonpost",0.5
"195","How to download your tweets in case Twitter shuts down permanently","https://www.washingtonpost.com/technology/2022/11/18/download-tweets-twitter-shut-down/",2022-11-22 12:15:04.068422,"washingtonpost",-0.25
"196","NASA�s Orion spacecraft flies by the moon, 81 miles above the surface","https://www.washingtonpost.com/technology/2022/11/21/orion-moon-orbit-arrives/",2022-11-22 12:15:04.068422,"washingtonpost",0
"197","Don�t fall for those emails telling you about a subscription charge","https://www.washingtonpost.com/politics/2022/11/21/dont-fall-those-emails-telling-you-about-subscription-charge/",2022-11-22 12:15:04.068422,"washingtonpost",-0.25
"198","FTX says it owes more than $3 billion to creditors","https://www.washingtonpost.com/business/2022/11/20/ftx-crypto-bankruptcy-creditors/",2022-11-22 12:15:04.068422,"washingtonpost",0
"199","Indonesia quake toll soars above 250 amid frantic search for survivors","https://www.washingtonpost.com/world/2022/11/22/indonesia-java-earthquake-death-toll/",2022-11-22 12:15:04.068422,"washingtonpost",-1.35
"200","Zelensky urges power rationing; U.N. inspectors find nuclear plant damage","https://www.washingtonpost.com/world/2022/11/22/russia-ukraine-war-latest-updates/",2022-11-22 12:15:04.068422,"washingtonpost",-1.15
"201","Shelling at nuclear plant raises alarm, as war intensifies in east Ukraine","https://www.washingtonpost.com/world/2022/11/21/zaporizhzhia-luhansk-war-ukraine-nuclear/",2022-11-22 12:15:04.068422,"washingtonpost",-1.65
"202","North Korea�s leader showed off his daughter. What could it mean?","https://www.washingtonpost.com/world/2022/11/21/north-korea-kim-daughter-succession/",2022-11-22 12:15:04.068422,"washingtonpost",0.85
"203","Cutting-edge tech made this tiny country a major exporter of food","https://www.washingtonpost.com/business/interactive/2022/netherlands-agriculture-technology/",2022-11-22 12:15:04.068422,"washingtonpost",0.8
"204","Woman convicted in Jan. 6 attack but not in theft of Pelosi laptop","https://www.washingtonpost.com/national-security/2022/11/21/capitol-riot-theft-pelosi-laptop/",2022-11-22 12:15:04.068422,"washingtonpost",-1.25
"205","Why Alabama and West Virginia suddenly have amazing high-school graduation rates","https://www.washingtonpost.com/business/2022/11/18/alabama-west-virginia-graduation/",2022-11-22 12:15:04.068422,"washingtonpost",1
"206","Defendants attack U.S. �manipulation� of evidence in Oath Keepers trial","https://www.washingtonpost.com/dc-md-va/2022/11/21/defendants-attack-us-manipulation-evidence-oath-keepers-trial/",2022-11-22 12:15:04.068422,"washingtonpost",-1.35
"207","In Disney shake-up, Bob Iger returns as CEO and starts making changes","https://www.washingtonpost.com/business/2022/11/20/disney-reappoints-robert-iger-ceo-next-two-years-ousting-bob-chapek/",2022-11-22 12:15:04.068422,"washingtonpost",0
"208","Inflation could steal Christmas, but shoppers are finding ways around it","https://www.washingtonpost.com/business/2022/11/19/inflation-impacts-holiday-season-shopping/",2022-11-22 12:15:04.068422,"washingtonpost",-1.35
"209","Defrauded student loan borrowers in line for relief are still waiting months later","https://www.washingtonpost.com/education/2022/11/21/borrower-defense-discharges-delayed/",2022-11-22 12:15:04.068422,"washingtonpost",0.5
"210","Biden pardons two turkeys, over possible objections from the first dog","https://www.washingtonpost.com/lifestyle/2022/11/21/biden-turkey-pardon-2022/",2022-11-22 12:15:04.068422,"washingtonpost",0.2
"211","Marino de Medici, dean of Washington foreign correspondents, dies at 89","https://www.washingtonpost.com/obituaries/2022/11/21/marino-de-medici-italian-journalist-dead/",2022-11-22 12:15:04.068422,"washingtonpost",-1.05
"212","It was my first trip without my husband or kids. I couldn�t stop crying.","https://www.washingtonpost.com/dc-md-va/2022/11/21/mom-travels-without-kids-husband/",2022-11-22 12:15:04.068422,"washingtonpost",-0.9
"213","Bob Weir keeps the Grateful Dead alive � and always evolving","https://www.washingtonpost.com/music/2022/11/21/bob-weir-interview/",2022-11-22 12:15:04.068422,"washingtonpost",0.5
"214","George Lois, ad man and creator of iconic Esquire covers, dies at 91","https://www.washingtonpost.com/obituaries/2022/11/21/george-lois-creator-of-iconic-esquire-magazine-covers-dies-at-91/",2022-11-22 12:15:04.068422,"washingtonpost",-0.2
"215","In the music of two vastly different pianists, echoes of Ned Rorem","https://www.washingtonpost.com/music/2022/11/21/ned-rorem-piano-olafsson-tan/",2022-11-22 12:15:04.068422,"washingtonpost",0.6
"216","World Cup watch party brings devoted soccer fans to D.C. park","https://www.washingtonpost.com/dc-md-va/2022/11/21/world-cup-dupont-circle-washington-dc/",2022-11-22 12:15:04.068422,"washingtonpost",1.4
"217","Md. Attorney General Frosh overrules racist opinions of predecessors","https://www.washingtonpost.com/dc-md-va/2022/11/21/frosh-maryland-rulings-overrule/",2022-11-22 12:15:04.068422,"washingtonpost",-0.85
"218","Officer�s suicide after Jan. 6 riot is a line-of-duty death, DOJ says","https://www.washingtonpost.com/dc-md-va/2022/11/21/liebengood-capitol-riot-suicide-benefits/",2022-11-22 12:15:04.068422,"washingtonpost",-2
"219","Alleged �Potomac River Rapist� found hanged in D.C. jail, records show","https://www.washingtonpost.com/dc-md-va/2022/11/21/warrick-potomac-river-rapist-hanged/",2022-11-22 12:15:04.068422,"washingtonpost",-1.2
"220","Tom Sietsema�s 7 favorite places to eat right now","https://www.washingtonpost.com/food/2022/11/21/best-restaurants-tom-sietsema-favorites-november-2022/",2022-11-22 12:15:04.068422,"washingtonpost",2.15
"221","D.C.-area forecast: Sunshine and rising temperatures into Thanksgiving","https://www.washingtonpost.com/weather/2022/11/22/dc-forecast-rising-temperatures-thanksgiving/",2022-11-22 12:15:04.068422,"washingtonpost",1.3
"222","Morning weather briefing","https://www.washingtonpost.com/podcasts/capital-weather-gang/november-22-morning-weather-update/",2022-11-22 12:15:04.068422,"washingtonpost",0
"223","Coronavirus variants are dodging antibody treatments. New lab-made options may help.","https://www.washingtonpost.com/health/2022/11/21/monoclonal-antibodies-covid-variants/",2022-11-22 12:15:04.068422,"washingtonpost",0.55
"224","Visually impaired people less likely to access health care, CDC says","https://www.washingtonpost.com/health/2022/11/21/vision-blindness-reduced-health-care/",2022-11-22 12:15:04.068422,"washingtonpost",0.2
"225","Loss of 38 satellites prompts call for better space weather forecasts","https://www.washingtonpost.com/science/2022/11/19/space-weather-forecasting/",2022-11-22 12:15:04.068422,"washingtonpost",0.05
"226","Webb telescope spots earliest galaxies yet, and they are cosmic oddballs","https://www.washingtonpost.com/science/2022/11/17/webb-telescope-earliest-galaxies/",2022-11-22 12:15:04.068422,"washingtonpost",0
"227","Some octopus species may deliberately throw stuff to defend personal space","https://www.washingtonpost.com/science/2022/11/17/octopus-throwing-things-study/",2022-11-22 12:15:04.068422,"washingtonpost",0.25
"228","World Cup live updates: Argentina leads Saudi Arabia, 1-0, at halftime in Qatar","https://www.washingtonpost.com/sports/2022/11/22/world-cup-live-updates/",2022-11-22 12:15:04.068422,"washingtonpost",0.4
"229","Thirteen NFL teams have never had a Black coach. Here�s the story of one.","https://www.washingtonpost.com/sports/interactive/2022/ny-giants-head-coach-history/",2022-11-22 12:15:04.068422,"washingtonpost",-0.25
"230","What to know from NFL Week 11: The Cowboys showed off their ceiling","https://www.washingtonpost.com/sports/2022/11/21/nfl-cowboys-patriots-eagles-vikings/",2022-11-22 12:15:04.068422,"washingtonpost",0
"231","Virginia football team�s final game against Virginia Tech is canceled","https://www.washingtonpost.com/sports/2022/11/21/uva-virginia-tech-football-game-canceled/",2022-11-22 12:15:04.068422,"washingtonpost",0
"232","A real-life food critic reviews on-screen food critics","https://www.washingtonpost.com/food/2022/11/21/food-critics-movies-tv-menu-bear/",2022-11-22 12:15:04.068422,"washingtonpost",-0.85
"233","Bread recipes for the holidays, including rolls, cornbread and more","https://www.washingtonpost.com/food/2022/11/20/thanksgiving-bread-recipes-rolls-cornbread/",2022-11-22 12:15:04.068422,"washingtonpost",0.6
"234","Thanksgiving travel will be crowded, but not as chaotic as the summer","https://www.washingtonpost.com/travel/2022/11/21/thanksgiving-traffic-airports-weather/",2022-11-22 12:15:04.068422,"washingtonpost",-0.55
"235","Central America is a diver�s paradise. Here are 5 spots to get deep.","https://www.washingtonpost.com/travel/tips/best-diving-belize-nicaragua-panama/",2022-11-22 12:15:04.068422,"washingtonpost",0.5
"236","8 ways to be the absolute worst national park visitor","https://www.washingtonpost.com/travel/2022/11/18/national-parks-bad-behavior/",2022-11-22 12:15:04.068422,"washingtonpost",-0.5
"237","There are four house plants which help combat mould growth in the home, according to experts, who claim they work as nature's dehumidifiers.","/femail/article-11454875/The-four-houseplants-banish-mould-condensation-home-today.html",2022-11-22 12:15:05.185929,"dailymail",0.25
"238","SHOPPING: Amazon's annual Black Friday Week Sale extravaganza is back with thousands of beauty deals to be had, perfect for getting ahead on all your Christmas shopping.","/femail/article-11443661/The-best-Amazon-Black-Friday-beauty-deals-picked-BIG-savings-Olay-ghd.html",2022-11-22 12:15:05.185929,"dailymail",2.2
"239","SHOPPING: Thinking about getting an air fryer or an electric pressure cooker? Why not get both with the Instant Pot Duo Crisp + Airy Fryer, now �60 off in the Amazon Black Friday Week sale.","/femail/article-11303139/The-Instant-Pot-Duo-Crisp-Air-Fryer-sale-60-Amazon-Black-Friday.html",2022-11-22 12:15:05.185929,"dailymail",-0.25
"240","Thirty-eight people were killed and two were injured in a fire at a factory in Anyang City, Henan Province, state media said. Authorities blamed workers for illegal welding.","/news/article-11456109/Factory-fire-kills-38-people-Henan-Province-China-fatal-inferno-blamed-illegal-welding.html",2022-11-22 12:15:05.185929,"dailymail",-3
"241","In a speech in July this year, Sir Keir Starmer said he now wanted to 'make Brexit work' and would no longer pursue the restoration of free movement.","/news/article-11454897/Keir-Starmer-unveil-plan-train-UK-workers-replace-cheap-labour-abroad.html",2022-11-22 12:15:05.185929,"dailymail",1
"242","Arla, a four-month-old baby girl from Barry Island, Wales, was born with a sensational mop of hair that her mother Aliyah, 24, has been unable to tame, and which her look like the delicate flower. Aliyah, who said she loves the hair, right, added that no comb will get the better out of Arla's 'crazy' barnet, left, but said she wouldn't have it any other way.","/femail/article-11456267/My-babys-crazy-hair-makes-look-like-dandelion.html",2022-11-22 12:15:05.185929,"dailymail",4.3
"243","How the Colorado shooting unfolded � and ended","https://www.washingtonpost.com/nation/2022/11/21/colorado-springs-clubq-shooting-what-happened/",2022-11-22 16:44:06.628105,"washingtonpost",-0.6
"244","Richard Fierro went to Club Q for a friend�s birthday. He soon found himself confronting a gunman.","https://www.washingtonpost.com/nation/2022/11/21/clubq-shooter-stopped-army-veteran/",2022-11-22 16:44:06.628105,"washingtonpost",2.2
"245","Shooting suspect�s troubled past was obscured by a name change, records show","https://www.washingtonpost.com/national-security/2022/11/21/colorado-springs-qbar-shooter/",2022-11-22 16:44:06.628105,"washingtonpost",-2.7
"246","Saudi Arabia shocks Argentina with an upset for the history books","https://www.washingtonpost.com/sports/2022/11/22/saudi-arabia-world-cup-upset/",2022-11-22 16:44:06.628105,"washingtonpost",-1.15
"247","10:39 a.m.What to know about Poland at the World Cup","https://www.washingtonpost.com/sports/2022/11/22/world-cup-live-updates/#link-YKKXSXF56VHLHDVJ3AA5IA6FSY",2022-11-22 16:44:06.628105,"washingtonpost",0
"248","10:30 a.m.What to know about Mexico at the World Cup","https://www.washingtonpost.com/sports/2022/11/22/world-cup-live-updates/#link-SK5DP4YNJZCYNA4WKOZQCXWULA",2022-11-22 16:44:06.628105,"washingtonpost",0
"249","Rainbow-wearing soccer fans refused entry, confronted at Qatar World Cup","https://www.washingtonpost.com/sports/2022/11/22/rainbow-flag-fifa-soccer-qatar/",2022-11-22 16:44:06.628105,"washingtonpost",-0.75
"250","What should LGBTQ soccer fans expect at the Qatar World Cup? A guide.","https://www.washingtonpost.com/sports/2022/11/20/world-cup-qatar-gay-laws-lgbtq/",2022-11-22 16:44:06.628105,"washingtonpost",1.6
"251","Why don�t more men take their wives� last names?","https://www.washingtonpost.com/lifestyle/2022/11/22/married-men-taking-wifes-name/",2022-11-22 16:44:06.628105,"washingtonpost",0
"252","The 9 best Thanksgiving songs I definitely didn�t just make up","https://www.washingtonpost.com/opinions/2022/11/21/thanksgiving-songs/",2022-11-22 16:44:06.628105,"washingtonpost",1.3
"253","The LGBTQ family is united by our fear for our lives","https://www.washingtonpost.com/opinions/2022/11/21/colorado-springs-clubq-shooting-lgbtq-fear/",2022-11-22 16:44:06.628105,"washingtonpost",-0.25
"254","Hakeem Jeffries will lead. McCarthy will follow.","https://www.washingtonpost.com/opinions/2022/11/22/hakeem-jeffries-mccarthy-house-democrats-republicans/",2022-11-22 16:44:06.628105,"washingtonpost",0.25
"255","The Supreme Court has lost its ethical compass. Can it find one fast?","https://www.washingtonpost.com/opinions/2022/11/22/supreme-court-ethics-alito-ginni-thomas/",2022-11-22 16:44:06.628105,"washingtonpost",0.5
"256","As Britain�s productivity falls, Brexit�s promise remains unfulfilled","https://www.washingtonpost.com/opinions/2022/11/22/brexit-britain-falling-productivity-gdp/",2022-11-22 16:44:06.628105,"washingtonpost",0.75
"257","The debt-ceiling time bomb is ticking faster than Congress realizes","https://www.washingtonpost.com/opinions/2022/11/22/debt-ceiling-deadline-congress-lame-duck/",2022-11-22 16:44:06.628105,"washingtonpost",-0.15
"258","The democracy progress you may have missed � everywhere","https://www.washingtonpost.com/opinions/2022/11/22/malaysia-election-democracy-signs-progress/",2022-11-22 16:44:06.628105,"washingtonpost",0.65
"259","The upside to FTX�s downfall","https://www.washingtonpost.com/opinions/2022/11/22/ftx-big-tech-congress-bipartisan-regulation-possible/",2022-11-22 16:44:06.628105,"washingtonpost",-0.75
"260","Listen: Nancy Pelosi�s legacy and the new era of Democrats ahead","https://www.washingtonpost.com/podcasts/post-reports/the-end-of-the-pelosi-era/",2022-11-22 16:44:06.628105,"washingtonpost",2.2
"261","Play: Today�s crossword puzzles and other games","https://www.washingtonpost.com/tablet/2022/08/15/crosswords/",2022-11-22 16:44:06.628105,"washingtonpost",0
"262","Carolyn Hax: Does �full-fledged recluse� mother-in-law need help?","https://www.washingtonpost.com/advice/2022/11/20/carolyn-hax-mother-in-law-recluse/",2022-11-22 16:44:06.628105,"washingtonpost",-0.8
"263","Cook: Thanksgiving turkey can be as simple as rub and roast","https://www.washingtonpost.com/news/voraciously/wp/2018/11/10/thanksgiving-turkey-can-be-as-simple-as-rub-and-roast/",2022-11-22 16:44:06.628105,"washingtonpost",0.8
"264","Musk�s �free speech� agenda dismantles safety work at Twitter, insiders say","https://www.washingtonpost.com/technology/2022/11/22/elon-musk-twitter-content-moderations/",2022-11-22 16:44:06.628105,"washingtonpost",1.8
"265","From Europe, Trump special counsel takes over Mar-a-Lago, Jan. 6 probes","https://www.washingtonpost.com/national-security/2022/11/21/trump-investigations-jack-smith/",2022-11-22 16:44:06.628105,"washingtonpost",1.1
"266","10:36 a.m.Noted: Alabama pauses executions after third lethal injection fails","https://www.washingtonpost.com/politics/2022/11/22/graham-georgia-grand-jury-fauci/#link-DHDXCIAGB5AH7DAQBU7CUOK7GE",2022-11-22 16:44:06.628105,"washingtonpost",-0.4
